country,year,gdp,co2,coal_co2,oil_co2,gas_co2,cement_co2,flaring_co2,co2_per_capita,co2_per_gdp,share_global_co2,methane_per_capita,nitrous_oxide_per_capita,total_ghg_excluding_lucf,total_ghg,temperature_change_from_co2
France,2018,2596599234560.0,321.94,35.138,188.516,84.658,6.701,2.913,4.914,0.124,0.876,1.181,0.577,361.677,395.309,0.016
France,2019,2644453883904.0,315.015,29.451,186.42,85.921,6.807,2.511,4.793,0.119,0.849,1.142,0.565,353.267,384.757,0.016
France,2020,2438594035712.0,280.49,23.937,164.503,80.005,6.197,2.139,4.256,0.115,0.799,1.097,0.554,316.514,347.789,0.016
France,2021,2604822691840.0,305.607,30.505,178.538,84.289,6.495,1.706,4.625,0.117,0.826,1.078,0.537,342.242,372.31,0.016
France,2022,2671568748544.0,293.502,25.994,179.441,76.353,6.397,1.592,4.428,0.11,0.787,1.058,0.521,329.368,356.965,0.016
Georgia,2000,23550476288.0,4.5,0.059,2.121,2.18,0.14,0.0,1.04,0.191,0.018,0.809,0.448,7.351,6.675,0.0
Georgia,2001,24543621120.0,3.725,0.055,1.676,1.859,0.134,0.0,0.885,0.152,0.014,0.829,0.354,6.159,5.77,0.0
Georgia,2002,25794086912.0,3.348,0.055,1.601,1.554,0.139,0.0,0.811,0.13,0.013,0.858,0.417,6.018,12.374,0.0
Georgia,2003,28539725824.0,3.732,0.114,1.715,1.766,0.137,0.0,0.913,0.131,0.013,0.89,0.433,6.528,3.677,0.0
Georgia,2004,30055112704.0,4.272,0.172,1.55,2.382,0.168,0.0,1.053,0.142,0.015,0.889,0.44,7.099,4.579,0.0
Georgia,2005,32780623872.0,5.014,0.18,1.865,2.792,0.177,0.0,1.245,0.153,0.017,0.884,0.461,7.773,4.745,0.0
Georgia,2006,35705815040.0,6.093,0.18,2.096,3.642,0.176,0.0,1.525,0.171,0.02,0.874,0.457,8.974,5.48,0.0
Georgia,2007,40006942720.0,6.362,0.381,2.521,3.287,0.173,0.0,1.603,0.159,0.02,0.872,0.45,9.344,5.367,0.0
Georgia,2008,40781279232.0,5.309,0.454,2.206,2.477,0.172,0.0,1.347,0.13,0.017,0.798,0.437,8.006,4.337,0.0
Georgia,2009,39112876032.0,6.136,0.51,2.808,2.486,0.332,0.0,1.566,0.157,0.019,0.799,0.436,8.84,4.982,0.0
Georgia,2010,41359835136.0,6.208,0.798,2.761,2.322,0.327,0.0,1.593,0.15,0.019,0.81,0.449,8.946,5.085,0.0
Georgia,2011,44138041344.0,7.805,1.077,2.708,3.451,0.568,0.0,2.017,0.177,0.023,0.821,0.455,10.555,7.049,0.0
Georgia,2012,46970388480.0,8.254,1.18,2.719,3.77,0.583,0.003,2.15,0.176,0.024,0.867,0.482,11.032,9.52,0.0
Georgia,2013,48668827648.0,8.013,1.205,2.656,3.528,0.619,0.003,2.104,0.165,0.023,0.906,0.513,10.92,7.909,0.0
Georgia,2014,50830708736.0,8.939,1.172,2.831,4.311,0.621,0.004,2.357,0.176,0.025,0.924,0.515,11.86,9.284,0.0
Georgia,2015,52369350656.0,9.756,1.111,3.218,4.75,0.671,0.006,2.573,0.186,0.028,0.854,0.479,12.653,9.192,0.0
Georgia,2016,53891203072.0,10.068,1.033,3.877,4.463,0.69,0.005,2.655,0.187,0.028,0.853,0.478,12.948,9.558,0.0
Georgia,2017,56501157888.0,10.173,1.158,3.528,4.701,0.785,0.0,2.682,0.18,0.028,0.846,0.46,13.05,9.21,0.0
Georgia,2018,59237502976.0,10.063,1.209,3.419,4.679,0.756,0.0,2.652,0.17,0.027,0.828,0.452,12.929,9.074,0.0
Georgia,2019,62188711936.0,10.887,0.975,3.587,5.302,1.023,0.0,2.867,0.175,0.029,0.818,0.444,13.752,10.113,0.0
Georgia,2020,57984757760.0,10.575,0.857,3.458,5.322,0.933,0.005,2.786,0.182,0.03,0.816,0.48,13.405,10.456,0.0
Georgia,2021,64053444608.0,11.094,0.861,3.687,5.52,1.024,0.002,2.929,0.173,0.03,0.837,0.442,14.005,10.962,0.0
Georgia,2022,70528606208.0,11.527,0.839,3.731,5.931,1.024,0.002,3.038,0.163,0.031,0.834,0.446,14.461,11.491,0.0
Germany,2000,2718560681984.0,898.976,373.461,330.774,166.421,15.253,2.993,10.99,0.331,3.524,1.286,0.548,977.961,1018.299,0.034
Germany,2001,2793372909568.0,915.255,376.52,338.871,173.799,13.504,2.97,11.171,0.328,3.56,1.233,0.532,989.292,1029.552,0.034
Germany,2002,2822441533440.0,898.834,375.786,324.413,173.61,12.823,2.966,10.952,0.318,3.421,1.197,0.524,970.757,1012.541,0.035
Germany,2003,2831676080128.0,894.501,378.305,313.847,176.587,13.507,3.003,10.894,0.316,3.233,1.166,0.518,964.83,1008.919,0.035
Germany,2004,2894624980992.0,876.57,374.908,301.208,174.327,14.068,2.928,10.678,0.303,3.061,1.131,0.518,945.068,989.282,0.036
Germany,2005,2945460994048.0,867.881,361.975,305.188,175.904,13.05,2.954,10.578,0.295,2.931,1.108,0.514,934.426,978.504,0.036
Germany,2006,3086359199744.0,886.434,367.653,313.191,180.197,13.34,3.069,10.85,0.287,2.894,1.074,0.504,951.114,994.823,0.036
Germany,2007,3220275724288.0,846.116,376.715,268.924,173.851,14.449,2.989,10.408,0.263,2.683,1.06,0.512,908.547,953.408,0.037
Germany,2008,3289020366848.0,856.607,353.581,296.43,180.995,13.579,2.945,10.561,0.26,2.671,1.045,0.496,916.35,961.201,0.037
Germany,2009,3136502104064.0,789.951,316.28,282.438,168.399,12.559,2.575,9.76,0.252,2.504,1.005,0.491,845.804,888.503,0.037
Germany,2010,3301123031040.0,826.68,341.311,277.154,184.875,12.431,2.582,10.227,0.25,2.478,0.996,0.495,881.68,925.756,0.038
Germany,2011,3467712921600.0,804.514,339.624,270.809,169.399,13.393,2.673,9.95,0.232,2.332,0.977,0.481,858.141,900.073,0.038
Germany,2012,3482225475584.0,814.09,350.039,271.945,167.837,13.289,2.657,10.061,0.234,2.326,0.97,0.484,867.173,910.597,0.038
Germany,2013,3497463119872.0,831.743,357.254,280.396,170.267,12.503,2.689,10.263,0.238,2.356,0.958,0.492,883.928,929.62,0.039
Germany,2014,3574741336064.0,792.579,344.722,271.602,151.986,12.905,2.478,9.74,0.222,2.236,0.942,0.5,843.203,889.393,0.039
Germany,2015,3628073746432.0,800.844,341.117,278.861,157.11,12.626,2.374,9.757,0.221,2.262,0.92,0.485,850.634,894.566,0.04
Germany,2016,3708980035584.0,798.014,329.436,275.703,169.169,12.663,2.344,9.642,0.215,2.253,0.887,0.474,846.174,890.756,0.04
Germany,2017,3808389496832.0,784.594,312.692,275.505,172.045,13.408,2.267,9.441,0.206,2.18,0.878,0.457,832.37,875.441,0.04
Germany,2018,3845758648320.0,760.046,296.871,269.351,169.76,13.228,2.007,9.117,0.198,2.069,0.841,0.442,806.307,845.216,0.041
Germany,2019,3886392803328.0,709.827,240.114,273.111,172.762,13.287,2.037,8.495,0.183,1.913,0.806,0.441,753.911,793.775,0.041
Germany,2020,3742720851968.0,648.357,198.53,255.645,170.963,13.357,1.821,7.753,0.173,1.846,0.783,0.428,691.065,729.728,0.041
Germany,2021,3841041629184.0,678.777,232.149,241.585,181.116,13.64,1.872,8.11,0.177,1.835,0.775,0.417,722.425,759.036,0.041
Germany,2022,3909612732416.0,671.472,240.64,247.44,160.776,12.538,1.835,7.986,0.172,1.8,0.752,0.404,713.675,747.968,0.042
Greece,2000,223530909696.0,102.973,45.851,45.633,3.982,6.537,0.014,9.55,0.461,0.404,1.367,0.604,114.897,122.183,0.001
Greece,2001,234861772800.0,105.362,47.02,46.86,3.923,6.566,0.01,9.717,0.449,0.41,1.299,0.578,116.621,123.453,0.001
Greece,2002,246267117568.0,105.001,45.544,47.894,4.24,6.313,0.01,9.642,0.426,0.4,1.321,0.569,116.54,123.149,0.001
Greece,2003,262880264192.0,109.067,45.616,51.338,4.757,6.368,0.007,9.989,0.415,0.394,1.336,0.563,120.862,126.537,0.001
Greece,2004,278667919360.0,109.485,47.094,49.783,5.245,6.364,0.007,10.001,0.393,0.382,1.36,0.562,121.362,127.535,0.001
Greece,2005,282859765760.0,113.889,46.604,53.968,5.385,6.791,0.006,10.371,0.403,0.385,1.381,0.541,126.174,131.424,0.002
Greece,2006,301538672640.0,112.42,42.794,55.7,6.284,6.599,0.006,10.205,0.373,0.367,1.393,0.522,124.803,129.639,0.002
Greece,2007,314210123776.0,114.546,45.193,54.069,7.808,6.407,0.005,10.37,0.365,0.363,1.395,0.539,126.885,132.241,0.002
Greece,2008,315974320128.0,111.08,43.285,52.725,8.109,6.054,0.004,10.028,0.352,0.346,1.383,0.512,123.323,128.477,0.002
Greece,2009,305101340672.0,104.32,42.243,50.128,6.623,4.582,0.004,9.391,0.342,0.331,1.34,0.485,116.015,121.699,0.002
Greece,2010,290984361984.0,97.354,41.26,44.002,7.166,4.209,0.006,8.751,0.335,0.292,1.297,0.494,108.445,113.878,0.002
Greece,2011,266793943040.0,94.505,42.08,40.501,8.811,2.43,0.005,8.507,0.354,0.274,1.276,0.471,105.33,110.541,0.002
Greece,2012,247887020032.0,91.393,43.257,36.298,8.094,3.099,0.005,8.272,0.369,0.261,1.266,0.437,101.705,106.656,0.002
Greece,2013,241650188288.0,81.713,37.291,32.913,7.336,3.639,0.004,7.45,0.338,0.231,1.193,0.441,91.347,93.044,0.002
Greece,2014,242799804416.0,78.636,35.227,33.486,5.559,3.822,0.004,7.219,0.324,0.222,1.166,0.432,87.999,90.142,0.002
Greece,2015,242323734528.0,74.927,29.949,34.983,6.035,3.467,0.004,6.924,0.309,0.212,1.126,0.423,83.885,84.391,0.002
Greece,2016,241143087104.0,71.36,23.594,35.573,7.912,3.772,0.009,6.622,0.296,0.201,1.081,0.421,79.753,79.104,0.002
Greece,2017,243776815104.0,74.842,26.019,35.032,9.536,3.685,0.008,6.96,0.307,0.208,1.074,0.427,83.11,82.052,0.002
Greece,2018,247844012032.0,71.778,24.851,33.837,9.072,3.419,0.011,6.689,0.29,0.195,1.038,0.412,79.98,87.121,0.002
Greece,2019,252514238464.0,65.736,17.879,33.919,9.998,3.36,0.009,6.133,0.26,0.177,1.01,0.413,73.642,76.926,0.002
Greece,2020,229777833984.0,55.558,10.129,31.012,11.043,2.978,0.005,5.193,0.242,0.158,0.917,0.398,62.55,64.422,0.002
Greece,2021,249158205440.0,57.519,9.251,32.28,12.363,3.167,0.004,5.437,0.231,0.155,0.911,0.408,64.43,65.904,0.002
Greece,2022,263892680704.0,58.08,8.909,35.383,10.367,2.905,0.002,5.578,0.22,0.156,0.92,0.416,64.963,66.377,0.002
Hong Kong,2000,218622148608.0,40.283,14.462,20.72,4.584,0.517,0.0,6.008,0.184,0.158,0.731,0.117,45.913,45.97,0.0
Hong Kong,2001,219159412736.0,37.802,15.14,17.455,4.694,0.513,0.0,5.58,0.172,0.147,0.724,0.105,43.358,43.417,0.0
Hong Kong,2002,222182539264.0,39.485,19.661,14.77,4.573,0.482,0.0,5.788,0.178,0.15,0.721,0.094,44.982,45.044,0.0
Hong Kong,2003,225487405056.0,43.202,25.058,14.751,2.92,0.473,0.0,6.299,0.192,0.156,0.72,0.1,48.769,48.827,0.0
Hong Kong,2004,243895615488.0,41.569,23.169,13.768,4.221,0.412,0.0,6.035,0.17,0.145,0.725,0.084,47.085,47.142,0.0
Hong Kong,2005,259469639680.0,43.731,25.465,13.652,4.217,0.396,0.0,6.33,0.169,0.148,0.733,0.089,49.349,49.405,0.0
Hong Kong,2006,274690736128.0,41.915,25.235,11.826,4.459,0.394,0.0,6.047,0.153,0.137,0.739,0.088,47.588,47.644,0.0
Hong Kong,2007,291247423488.0,43.572,27.605,11.732,3.851,0.385,0.0,6.25,0.15,0.138,0.743,0.092,49.344,49.391,0.0
Hong Kong,2008,295823310848.0,42.791,25.963,11.71,4.573,0.545,0.0,6.095,0.145,0.133,0.743,0.09,48.591,48.639,0.001
Hong Kong,2009,285619093504.0,41.579,27.114,8.863,5.174,0.429,0.0,5.886,0.146,0.132,0.742,0.099,47.467,47.518,0.001
Hong Kong,2010,302377336832.0,40.063,23.589,9.438,6.478,0.558,0.0,5.641,0.132,0.12,0.747,0.091,45.961,46.014,0.001
Hong Kong,2011,314044547072.0,43.15,28.063,9.237,5.269,0.581,0.0,6.041,0.137,0.125,0.75,0.095,49.136,49.19,0.001
Hong Kong,2012,319384190976.0,42.742,27.627,9.6,4.884,0.632,0.0,5.936,0.134,0.122,0.749,0.093,48.753,48.807,0.001
Hong Kong,2013,329290153984.0,44.307,29.448,9.427,4.756,0.676,0.0,6.099,0.135,0.126,0.749,0.091,50.353,50.407,0.001
Hong Kong,2014,338386386944.0,45.492,30.853,9.267,4.646,0.725,0.0,6.215,0.134,0.128,0.75,0.092,51.603,51.657,0.001
Hong Kong,2015,346466189312.0,42.4,25.371,10.211,6.082,0.737,0.0,5.756,0.122,0.12,0.75,0.088,48.533,48.578,0.001
Hong Kong,2016,354003386368.0,43.366,25.373,11.054,6.236,0.702,0.0,5.854,0.123,0.122,0.753,0.091,49.574,49.621,0.001
Hong Kong,2017,367441674240.0,42.431,23.768,11.842,6.218,0.603,0.0,5.699,0.115,0.118,0.758,0.093,48.721,48.77,0.001
Hong Kong,2018,377902301184.0,42.601,24.41,11.505,6.06,0.626,0.0,5.702,0.113,0.116,0.764,0.093,48.951,49.001,0.001
Hong Kong,2019,371582304256.0,41.9,23.38,11.622,6.287,0.611,0.0,5.597,0.113,0.113,0.77,0.093,48.31,48.36,0.001
Hong Kong,2020,347263074304.0,33.497,12.447,11.047,9.431,0.572,0.0,4.472,0.096,0.095,0.778,0.078,39.86,39.912,0.001
Hong Kong,2021,369654431744.0,33.717,13.832,9.889,9.424,0.572,0.0,4.505,0.091,0.091,0.786,0.076,40.123,40.17,0.001
Hong Kong,2022,356690493440.0,31.532,13.604,8.184,9.172,0.572,0.0,4.223,0.088,0.085,0.795,0.073,37.963,38.009,0.001
Hungary,2000,134151503872.0,58.244,16.397,17.45,22.173,1.353,0.189,5.716,0.434,0.228,1.147,0.686,69.093,71.744,0.002
Hungary,2001,142043463680.0,59.828,15.822,17.227,24.595,1.357,0.144,5.885,0.421,0.233,1.118,0.734,70.658,72.767,0.002
Hungary,2002,151456661504.0,58.842,15.561,16.299,24.744,1.426,0.14,5.804,0.389,0.224,1.105,1.057,73.146,75.517,0.002
Hungary,2003,160456146944.0,61.611,16.094,16.063,27.142,1.412,0.146,6.095,0.384,0.223,1.098,0.905,74.454,77.109,0.002
Hungary,2004,171925389312.0,59.985,15.406,15.605,26.739,1.289,0.118,5.947,0.349,0.209,1.074,0.978,72.905,75.515,0.002
Hungary,2005,183107043328.0,60.142,13.538,16.407,27.946,1.199,0.113,5.975,0.328,0.203,1.115,0.802,72.122,74.188,0.002
Hungary,2006,194033319936.0,59.529,13.574,17.189,26.425,1.296,0.117,5.923,0.307,0.194,1.114,0.741,70.835,73.351,0.002
Hungary,2007,198872154112.0,58.449,13.528,17.554,25.022,1.328,0.104,5.825,0.294,0.185,1.088,0.771,69.868,72.799,0.002
Hungary,2008,204720373760.0,57.184,13.03,17.273,24.553,1.261,0.18,5.709,0.279,0.178,1.049,0.752,67.742,70.655,0.002
Hungary,2009,195180904448.0,51.457,11.17,17.213,21.328,0.973,0.18,5.145,0.264,0.163,1.028,0.653,61.301,61.989,0.002
Hungary,2010,200496578560.0,51.993,11.65,16.009,22.826,0.735,0.188,5.21,0.259,0.156,0.999,0.635,61.466,61.622,0.002
Hungary,2011,208407609344.0,50.156,11.931,15.061,21.832,0.564,0.187,5.042,0.241,0.145,0.989,0.645,59.379,60.171,0.002
Hungary,2012,205802045440.0,46.72,11.431,14.375,19.529,0.678,0.15,4.711,0.227,0.133,0.983,0.659,56.159,56.241,0.002
Hungary,2013,209511661568.0,43.487,10.122,13.845,18.306,0.516,0.151,4.397,0.208,0.123,0.975,0.698,52.711,53.679,0.002
Hungary,2014,218378633216.0,43.639,10.148,15.198,17.059,0.566,0.129,4.425,0.2,0.123,0.94,0.704,52.469,53.859,0.002
Hungary,2015,226474622976.0,46.567,10.482,16.54,18.169,0.676,0.132,4.733,0.206,0.132,0.93,0.708,55.271,57.329,0.002
Hungary,2016,231459340288.0,47.039,9.74,16.587,19.307,0.705,0.137,4.795,0.203,0.133,0.913,0.761,55.529,58.169,0.002
Hungary,2017,241347215360.0,49.424,10.013,17.482,20.42,0.783,0.143,5.051,0.205,0.137,0.931,0.764,58.1,60.386,0.002
Hungary,2018,254289117184.0,49.376,9.416,18.568,19.782,0.882,0.147,5.052,0.194,0.134,0.941,0.77,58.063,60.613,0.002
Hungary,2019,266658316288.0,49.166,8.161,19.379,19.909,1.023,0.149,5.032,0.184,0.133,0.954,0.765,57.963,57.338,0.002
Hungary,2020,254563876864.0,47.107,7.406,17.338,20.786,0.929,0.162,4.832,0.185,0.134,0.977,0.787,56.09,59.504,0.002
Hungary,2021,272892477440.0,48.331,5.94,18.74,22.068,1.002,0.138,4.979,0.177,0.131,0.987,0.798,57.542,58.991,0.002
Hungary,2022,285385228288.0,44.843,5.545,19.115,18.851,0.815,0.135,4.63,0.157,0.12,0.996,0.785,53.986,54.371,0.002
Iceland,2000,9307402240.0,2.933,0.465,2.244,0.0,0.064,0.153,10.427,0.315,0.011,2.196,1.317,3.264,4.082,0.0
Iceland,2001,9632095232.0,2.865,0.502,2.156,0.0,0.058,0.144,10.052,0.297,0.011,2.185,1.225,3.208,3.991,0.0
Iceland,2002,9623437312.0,2.992,0.512,2.288,0.0,0.038,0.147,10.405,0.311,0.011,2.137,1.244,3.336,4.119,0.0
Iceland,2003,9810546688.0,2.986,0.51,2.3,0.0,0.032,0.136,10.31,0.304,0.011,2.117,1.218,3.331,4.103,0.0
Iceland,2004,10591927296.0,3.108,0.526,2.402,0.0,0.05,0.123,10.636,0.293,0.011,2.106,1.193,3.462,4.235,0.0
Iceland,2005,11206861824.0,2.977,0.484,2.315,0.0,0.054,0.118,10.028,0.266,0.01,2.275,1.174,3.386,4.18,0.0
Iceland,2006,11775508480.0,3.155,0.515,2.446,0.0,0.061,0.127,10.382,0.268,0.01,2.238,1.221,3.566,4.345,0.0
Iceland,2007,12798725120.0,3.495,0.596,2.683,0.0,0.063,0.147,11.213,0.273,0.011,2.115,1.209,3.876,4.674,0.0
Iceland,2008,13031114752.0,3.812,0.639,2.918,0.0,0.061,0.186,12.006,0.293,0.012,2.097,1.224,4.198,5.015,0.0
Iceland,2009,12031037440.0,3.732,0.622,2.905,0.0,0.028,0.17,11.712,0.31,0.012,2.026,1.077,4.089,4.861,0.0
Iceland,2010,11531450368.0,3.627,0.626,2.797,0.0,0.01,0.19,11.399,0.314,0.011,2.012,1.078,3.977,5.636,0.0
Iceland,2011,11716753408.0,3.504,0.64,2.661,0.0,0.02,0.18,10.978,0.299,0.01,1.927,1.087,3.831,4.71,0.0
Iceland,2012,11841376256.0,3.499,0.659,2.664,0.0,0.0,0.172,10.904,0.295,0.01,1.84,1.087,3.805,4.722,0.0
Iceland,2013,12380449792.0,3.488,0.661,2.65,0.0,0.0,0.173,10.769,0.282,0.01,1.797,1.057,3.801,4.677,0.0
Iceland,2014,12589333504.0,3.445,0.625,2.633,0.0,0.0,0.183,10.519,0.274,0.01,1.846,1.103,3.761,4.675,0.0
Iceland,2015,13147881472.0,3.541,0.661,2.713,0.0,0.0,0.163,10.7,0.269,0.01,1.907,1.111,3.876,4.808,0.0
Iceland,2016,13976682496.0,3.494,0.66,2.681,0.0,0.0,0.149,10.411,0.25,0.01,1.948,1.078,3.852,4.777,0.0
Iceland,2017,14562998272.0,3.611,0.693,2.767,0.001,0.0,0.146,10.511,0.248,0.01,1.997,1.085,4.007,4.966,0.0
Iceland,2018,15275006976.0,3.667,0.715,2.791,0.001,0.0,0.156,10.392,0.24,0.01,1.954,1.032,4.071,5.012,0.0
Iceland,2019,15550746624.0,3.556,0.684,2.7,0.003,0.0,0.163,9.859,0.229,0.01,1.829,0.984,3.936,4.875,0.0
Iceland,2020,14424581120.0,3.341,0.668,2.488,0.002,0.0,0.175,9.112,0.232,0.01,1.663,0.96,3.675,4.609,0.0
Iceland,2021,15049658368.0,3.508,0.726,2.596,0.001,0.0,0.176,9.415,0.233,0.009,1.623,0.95,3.844,4.782,0.0
Iceland,2022,16019539968.0,3.613,0.618,2.802,0.001,0.0,0.186,9.499,0.226,0.01,1.583,0.95,3.96,4.9,0.0
India,2000,2804478640128.0,986.445,572.876,312.847,52.791,45.957,1.973,0.932,0.352,3.867,0.711,0.173,1276.71,2015.877,0.018
India,2001,2940745547776.0,1000.527,582.081,316.721,53.128,46.74,1.857,0.928,0.34,3.892,0.703,0.172,1294.194,2017.087,0.019
India,2002,3024984473600.0,1032.14,598.597,325.22,57.609,49.111,1.602,0.94,0.341,3.928,0.686,0.163,1331.206,2019.948,0.019
India,2003,3251114344448.0,1067.737,625.89,330.615,58.565,50.88,1.787,0.956,0.328,3.859,0.686,0.166,1374.788,2085.137,0.02
India,2004,3495022821376.0,1133.828,669.968,348.234,58.316,55.545,1.765,0.998,0.324,3.96,0.685,0.169,1449.554,2162.884,0.02
India,2005,3752627535872.0,1194.592,721.469,352.376,59.357,59.687,1.704,1.035,0.318,4.034,0.69,0.173,1517.127,2243.356,0.021
India,2006,4069856116736.0,1292.485,773.564,369.694,82.58,64.905,1.741,1.102,0.318,4.22,0.69,0.178,1622.241,2363.338,0.021
India,2007,4403214942208.0,1392.506,842.477,391.897,87.956,68.333,1.842,1.17,0.316,4.416,0.694,0.184,1732.824,2515.728,0.022
India,2008,4649547988992.0,1489.437,910.795,413.233,90.277,73.245,1.888,1.233,0.32,4.644,0.698,0.185,1842.31,2661.096,0.023
India,2009,4993478819840.0,1612.216,983.947,432.66,112.463,81.268,1.879,1.316,0.323,5.111,0.691,0.187,1981.971,2767.514,0.024
India,2010,5361371185152.0,1677.337,1015.983,439.5,134.121,86.029,1.704,1.349,0.313,5.029,0.689,0.19,2053.94,2871.956,0.024
India,2011,5720693014528.0,1764.712,1074.385,460.104,136.26,91.314,2.648,1.399,0.308,5.114,0.688,0.194,2150.748,2968.743,0.025
India,2012,6052427857920.0,1925.7,1206.452,489.814,125.605,100.237,3.592,1.506,0.318,5.502,0.68,0.191,2320.236,3151.704,0.026
India,2013,6424470487040.0,1995.098,1276.383,496.94,110.689,107.82,3.266,1.54,0.311,5.652,0.651,0.189,2361.039,3137.217,0.027
India,2014,6875186200576.0,2148.344,1407.057,512.465,109.467,115.825,3.529,1.637,0.312,6.06,0.65,0.189,2524.845,3246.826,0.028
India,2015,7391521275904.0,2234.219,1449.587,556.117,106.871,117.508,4.137,1.682,0.302,6.31,0.648,0.19,2617.422,3325.531,0.029
India,2016,8057466126336.0,2354.658,1499.401,614.597,113.622,123.281,3.756,1.752,0.292,6.648,0.646,0.187,2743.025,3419.055,0.03
India,2017,8550029459456.0,2426.607,1551.256,632.558,118.922,121.047,2.823,1.785,0.284,6.742,0.645,0.189,2821.828,3486.594,0.031
India,2018,9173200797696.0,2593.058,1668.318,657.084,126.201,138.965,2.49,1.886,0.283,7.06,0.648,0.192,3001.356,3682.077,0.032
India,2019,9595463401472.0,2612.888,1661.94,676.154,128.676,143.664,2.454,1.881,0.272,7.042,0.642,0.196,3020.205,3692.7,0.033
India,2020,8945313775616.0,2421.552,1561.799,606.045,127.994,122.908,2.806,1.726,0.271,6.894,0.64,0.199,2822.871,3515.709,0.034
India,2021,9801620783104.0,2674.222,1767.297,621.928,133.192,149.033,2.772,1.891,0.273,7.229,0.65,0.196,3093.932,3781.196,0.036
India,2022,10476248367104.0,2831.166,1855.854,684.057,124.009,164.323,2.924,1.986,0.27,7.592,0.655,0.199,3264.843,3953.229,0.037
Indonesia,2000,1138300157952.0,281.33,50.906,156.816,48.592,16.446,8.57,1.302,0.247,1.103,1.113,0.21,440.229,1386.973,0.028
Indonesia,2001,1185220919296.0,317.027,64.629,164.07,61.163,18.462,8.704,1.447,0.267,1.233,1.105,0.207,478.918,1373.52,0.028
Indonesia,2002,1244249980928.0,308.486,66.665,156.843,59.764,18.137,7.077,1.389,0.248,1.174,1.096,0.218,471.542,1588.074,0.029
Indonesia,2003,1309811277824.0,339.357,89.49,162.447,62.662,17.811,6.947,1.508,0.259,1.226,1.095,0.213,506.34,1289.581,0.029
Indonesia,2004,1387446403072.0,343.022,82.216,173.895,61.886,19.047,5.978,1.505,0.247,1.198,1.097,0.222,511.842,1384.788,0.03
Indonesia,2005,1474875359232.0,347.617,94.222,174.754,54.451,18.527,5.663,1.506,0.236,1.174,1.101,0.218,520.852,1316.794,0.03
Indonesia,2006,1565012918272.0,346.633,111.641,152.499,57.426,19.047,6.021,1.482,0.221,1.132,1.136,0.226,532.063,1893.063,0.031
Indonesia,2007,1674227351552.0,387.858,140.066,166.225,57.078,19.567,4.923,1.636,0.232,1.23,1.138,0.22,575.615,1285.663,0.031
Indonesia,2008,1809491165184.0,365.718,121.845,158.303,60.313,20.542,4.716,1.523,0.202,1.14,1.15,0.225,559.015,1322.041,0.032
Indonesia,2009,1905717411840.0,398.942,128.274,181.26,64.541,19.437,5.43,1.64,0.209,1.265,1.191,0.238,605.135,1705.499,0.032
Indonesia,2010,2039334567936.0,445.806,152.667,195.674,73.73,19.461,4.274,1.81,0.219,1.337,1.212,0.229,659.004,1562.408,0.033
Indonesia,2011,2178184511488.0,500.725,181.281,211.329,81.553,21.1,5.462,2.007,0.23,1.451,1.357,0.24,755.102,1772.318,0.033
Indonesia,2012,2309530058752.0,515.954,187.171,218.777,80.062,23.294,6.649,2.042,0.223,1.474,1.386,0.245,780.39,1848.377,0.034
Indonesia,2013,2437876809728.0,489.055,164.219,229.408,64.753,24.775,5.899,1.911,0.201,1.385,1.362,0.231,755.463,1803.486,0.035
Indonesia,2014,2559933415424.0,487.89,173.584,220.593,62.416,25.534,5.763,1.885,0.191,1.376,1.382,0.243,762.209,2082.551,0.036
Indonesia,2015,2684764028928.0,539.149,197.815,217.063,94.253,24.558,5.461,2.059,0.201,1.523,1.332,0.24,803.156,2499.634,0.036
Indonesia,2016,2819890085888.0,540.086,206.328,208.773,91.185,28.71,5.089,2.041,0.192,1.525,1.328,0.234,809.794,1734.726,0.037
Indonesia,2017,2962852151296.0,556.944,221.093,218.16,84.339,28.966,4.387,2.083,0.188,1.548,1.393,0.252,844.31,1714.377,0.038
Indonesia,2018,3116158943232.0,594.101,262.222,212.953,84.148,30.832,3.946,2.201,0.191,1.617,1.495,0.265,911.39,1782.69,0.038
Indonesia,2019,3272567947264.0,653.792,315.401,216.541,87.91,30.156,3.784,2.399,0.2,1.762,1.525,0.26,986.537,2103.968,0.039
Indonesia,2020,3204972544000.0,608.223,300.518,196.666,81.217,26.297,3.525,2.213,0.19,1.732,1.454,0.262,923.432,1682.395,0.039
Indonesia,2021,3323654569984.0,619.622,303.154,202.298,83.76,27.262,3.149,2.239,0.186,1.675,1.448,0.263,936.604,1648.61,0.04
Indonesia,2022,3500093472768.0,737.073,404.573,216.563,85.931,26.843,3.163,2.643,0.211,1.976,1.54,0.267,1082.793,1817.063,0.041
Iran,2000,595554533376.0,367.213,5.328,210.118,120.448,12.029,19.291,5.529,0.617,1.439,2.185,0.347,494.768,538.874,0.004
