country,year,gdp,co2,coal_co2,oil_co2,gas_co2,cement_co2,flaring_co2,co2_per_capita,co2_per_gdp,share_global_co2,methane_per_capita,nitrous_oxide_per_capita,total_ghg_excluding_lucf,total_ghg,temperature_change_from_co2
Singapore,2005,190691508224.0,39.6,0.044,28.081,11.475,0.0,0.0,9.278,0.208,0.134,0.922,0.265,44.65,44.721,0.001
Singapore,2006,211578601472.0,40.6,0.029,28.197,12.373,0.0,0.0,9.212,0.192,0.133,0.912,0.265,45.775,45.838,0.001
Singapore,2007,237920174080.0,41.1,0.051,27.796,13.253,0.0,0.0,8.942,0.173,0.13,0.906,0.255,46.42,46.519,0.001
Singapore,2008,252508192768.0,40.2,0.033,26.603,13.564,0.0,0.0,8.363,0.159,0.125,0.842,0.189,45.14,45.246,0.001
Singapore,2009,256114458624.0,40.8,0.029,27.06,13.711,0.0,0.0,8.212,0.159,0.129,0.811,0.152,45.569,45.694,0.001
Singapore,2010,297586786304.0,44.4,0.051,29.49,14.859,0.0,0.0,8.745,0.149,0.133,0.906,0.263,50.318,50.447,0.001
Singapore,2011,319718129664.0,47.0,0.033,31.958,15.009,0.0,0.0,9.069,0.147,0.136,0.9,0.235,52.865,53.052,0.001
Singapore,2012,333899235328.0,46.1,0.11,29.716,16.274,0.0,0.0,8.709,0.138,0.132,0.891,0.226,51.997,52.172,0.001
Singapore,2013,349985243136.0,47.0,1.136,27.54,18.324,0.0,0.0,8.727,0.134,0.133,1.004,0.229,53.623,53.76,0.001
Singapore,2014,363759075328.0,47.6,1.678,26.708,19.214,0.0,0.0,8.721,0.131,0.134,1.03,0.234,54.48,54.751,0.001
Singapore,2015,374587424768.0,49.4,1.751,28.094,19.555,0.0,0.0,8.941,0.132,0.14,1.057,0.238,56.538,56.665,0.001
Singapore,2016,388078796800.0,49.1,1.832,27.222,20.046,0.0,0.0,8.803,0.127,0.139,1.001,0.24,56.005,56.121,0.001
Singapore,2017,405715943424.0,50.1,3.866,26.079,20.156,0.0,0.0,8.94,0.123,0.139,1.089,0.256,57.618,57.727,0.001
Singapore,2018,420222009344.0,50.3,2.056,27.66,20.584,0.0,0.0,8.927,0.12,0.137,1.083,0.274,57.929,58.04,0.001
Singapore,2019,425816260608.0,49.0,1.971,26.14,20.888,0.0,0.0,8.643,0.115,0.132,1.106,0.276,56.815,56.922,0.001
Singapore,2020,409204981760.0,46.7,1.865,23.718,21.117,0.0,0.0,8.309,0.114,0.133,1.071,0.288,54.319,54.422,0.001
Singapore,2021,445551968256.0,50.1,1.997,26.55,21.553,0.0,0.0,9.033,0.112,0.135,1.081,0.305,57.764,57.858,0.001
Singapore,2022,461801127936.0,47.873,1.784,25.008,21.08,0.0,0.0,8.473,0.104,0.128,1.037,0.31,55.462,55.556,0.001
Slovakia,2000,74595098624.0,41.192,17.69,7.351,13.809,1.19,0.077,7.656,0.552,0.161,1.244,0.502,47.577,50.537,0.002
Slovakia,2001,76744253440.0,43.279,18.319,7.97,14.544,1.209,0.079,8.045,0.564,0.168,1.247,0.538,49.879,52.854,0.002
Slovakia,2002,80059375616.0,42.095,17.89,7.968,13.724,1.165,0.134,7.828,0.526,0.16,1.228,0.511,48.489,51.803,0.002
Slovakia,2003,84281958400.0,42.425,18.818,8.032,13.375,0.922,0.143,7.891,0.503,0.153,1.249,0.528,49.127,51.449,0.002
Slovakia,2004,88594620416.0,42.92,18.865,8.259,13.16,1.217,0.146,7.984,0.484,0.15,1.249,0.561,49.794,53.237,0.002
Slovakia,2005,94444699648.0,42.926,17.631,9.218,13.389,1.256,0.145,7.984,0.455,0.145,1.225,0.535,49.767,54.324,0.002
Slovakia,2006,102275719168.0,42.751,18.644,8.833,12.475,1.389,0.197,7.951,0.418,0.14,1.247,0.568,49.901,55.375,0.002
Slovakia,2007,113160249344.0,41.154,17.428,9.171,11.648,1.485,0.199,7.654,0.364,0.131,1.26,0.528,48.227,55.213,0.002
Slovakia,2008,119380221952.0,41.551,16.928,9.508,12.035,1.604,0.202,7.724,0.348,0.13,1.245,0.531,48.609,56.451,0.002
Slovakia,2009,112760233984.0,37.8,15.909,8.893,10.646,1.213,0.193,7.019,0.335,0.12,1.228,0.482,44.59,53.657,0.002
Slovakia,2010,118344318976.0,38.462,15.945,9.238,11.259,0.86,0.07,7.133,0.325,0.115,1.184,0.518,45.264,56.004,0.002
Slovakia,2011,120554971136.0,38.046,16.191,8.757,10.649,1.262,0.074,7.048,0.316,0.11,1.178,0.57,45.013,56.973,0.002
Slovakia,2012,122144694272.0,35.963,14.461,9.009,10.299,1.096,0.066,6.654,0.294,0.103,1.107,0.555,42.483,55.466,0.002
Slovakia,2013,122917617664.0,35.623,14.153,8.876,10.482,1.135,0.071,6.584,0.29,0.101,1.09,0.581,42.147,57.093,0.002
Slovakia,2014,126232944640.0,33.708,13.966,8.754,8.721,1.267,0.075,6.225,0.267,0.095,1.028,0.583,39.845,57.506,0.002
Slovakia,2015,132755570688.0,34.528,13.797,9.537,8.957,1.309,0.073,6.37,0.26,0.098,1.048,0.597,40.93,62.561,0.002
Slovakia,2016,135336427520.0,34.963,13.701,9.899,9.105,1.341,0.068,6.442,0.258,0.099,1.064,0.604,41.405,56.657,0.002
Slovakia,2017,139312660480.0,36.167,14.158,10.012,9.642,1.367,0.075,6.654,0.26,0.1,1.073,0.59,42.738,52.375,0.002
Slovakia,2018,144927522816.0,36.16,14.095,10.128,9.581,1.347,0.072,6.643,0.25,0.098,1.038,0.607,42.598,46.625,0.002
Slovakia,2019,148579172352.0,33.831,11.674,10.22,9.578,1.404,0.07,6.207,0.228,0.091,1.041,0.601,40.302,40.353,0.002
Slovakia,2020,143565094912.0,31.154,9.854,9.512,9.492,1.443,0.069,5.711,0.217,0.089,1.051,0.602,37.709,34.526,0.002
Slovakia,2021,147892584448.0,35.216,12.076,10.126,10.609,1.453,0.063,6.47,0.238,0.095,1.081,0.623,42.086,36.12,0.002
Slovakia,2022,150360424448.0,31.55,9.926,10.344,8.886,1.49,0.057,5.765,0.21,0.085,1.066,0.614,38.385,29.907,0.002
Slovenia,2000,43078787072.0,15.054,5.819,6.792,1.705,0.491,0.118,7.577,0.349,0.059,1.815,0.434,17.677,19.361,0.0
Slovenia,2001,44148367360.0,16.303,6.488,7.286,1.75,0.505,0.135,8.194,0.369,0.063,1.826,0.442,18.907,20.998,0.0
Slovenia,2002,45659926528.0,16.565,6.897,7.236,1.714,0.443,0.144,8.317,0.363,0.063,1.928,0.432,19.409,21.289,0.0
Slovenia,2003,46758350848.0,16.272,6.484,7.158,1.884,0.451,0.158,8.166,0.348,0.059,1.961,0.434,19.168,21.452,0.0
Slovenia,2004,48578174976.0,16.705,6.686,7.354,1.898,0.473,0.161,8.379,0.344,0.058,1.92,0.415,19.588,21.765,0.0
Slovenia,2005,50309132288.0,16.936,6.651,7.538,1.928,0.487,0.166,8.481,0.337,0.057,1.928,0.41,19.853,21.857,0.0
Slovenia,2006,52944719872.0,17.178,6.697,7.708,1.902,0.512,0.18,8.576,0.324,0.056,1.931,0.407,20.131,22.51,0.0
Slovenia,2007,56590131200.0,17.343,6.941,7.607,1.886,0.543,0.187,8.611,0.306,0.055,1.855,0.408,20.18,28.043,0.0
Slovenia,2008,57981923328.0,18.278,6.68,8.784,1.878,0.593,0.172,9.026,0.315,0.057,1.88,0.411,21.156,25.026,0.0
Slovenia,2009,53266132992.0,16.204,6.141,7.571,1.785,0.422,0.173,7.96,0.304,0.051,1.817,0.393,18.992,23.418,0.0
Slovenia,2010,53649776640.0,16.46,6.284,7.624,1.882,0.358,0.174,8.05,0.307,0.049,1.736,0.396,19.102,23.964,0.0
Slovenia,2011,53761445888.0,16.359,6.327,7.656,1.751,0.306,0.187,7.985,0.304,0.047,1.692,0.395,18.942,23.766,0.0
Slovenia,2012,52342431744.0,15.76,5.992,7.461,1.684,0.316,0.19,7.675,0.301,0.045,1.645,0.386,18.277,23.667,0.0
Slovenia,2013,51803648000.0,15.128,5.741,7.098,1.643,0.391,0.155,7.356,0.292,0.043,1.58,0.383,17.527,22.525,0.0
Slovenia,2014,53237653504.0,13.561,4.505,6.94,1.488,0.418,0.111,6.588,0.255,0.038,1.433,0.386,15.658,20.344,0.0
Slovenia,2015,54414237696.0,13.645,4.615,6.867,1.578,0.367,0.117,6.624,0.251,0.039,1.482,0.386,15.835,20.78,0.0
Slovenia,2016,56151179264.0,14.458,4.964,7.235,1.684,0.344,0.13,7.014,0.257,0.041,1.456,0.389,16.568,21.581,0.0
Slovenia,2017,58855038976.0,14.617,4.907,7.306,1.753,0.41,0.139,7.087,0.248,0.041,1.477,0.389,16.774,21.757,0.0
Slovenia,2018,61476691968.0,14.52,4.792,7.32,1.72,0.45,0.131,7.016,0.236,0.04,1.435,0.382,16.63,20.91,0.0
Slovenia,2019,63598211072.0,14.039,4.53,7.048,1.753,0.478,0.125,6.739,0.221,0.038,1.429,0.381,16.146,20.626,0.0
Slovenia,2020,60849950720.0,12.855,4.391,6.01,1.75,0.475,0.125,6.114,0.211,0.037,1.407,0.371,14.924,18.888,0.0
Slovenia,2021,65846345728.0,13.059,3.99,6.524,1.845,0.469,0.113,6.179,0.198,0.035,1.319,0.376,14.971,18.891,0.001
Slovenia,2022,69385347072.0,12.701,3.308,7.039,1.67,0.49,0.087,6.005,0.183,0.034,1.294,0.374,14.564,18.106,0.001
South Africa,2000,356072095744.0,378.307,337.883,33.302,3.199,3.672,0.251,8.022,1.062,1.483,1.835,0.431,451.787,511.406,0.007
South Africa,2001,374889021440.0,371.624,337.693,25.886,4.155,3.636,0.254,7.813,0.991,1.446,1.812,0.431,445.723,502.076,0.008
South Africa,2002,396137562112.0,356.523,325.528,22.449,4.122,4.205,0.218,7.425,0.9,1.357,1.797,0.456,430.803,483.401,0.008
South Africa,2003,413710090240.0,404.41,357.445,39.744,2.47,4.458,0.293,8.338,0.978,1.462,1.829,0.433,482.194,528.711,0.008
South Africa,2004,439265853440.0,449.307,384.086,54.238,6.364,4.335,0.283,9.171,1.023,1.569,1.829,0.43,528.711,572.924,0.008
South Africa,2005,470188851200.0,416.201,376.718,27.832,6.313,5.068,0.271,8.41,0.885,1.405,1.834,0.429,495.851,536.842,0.008
South Africa,2006,505574490112.0,446.77,382.017,53.08,6.126,5.333,0.215,8.936,0.884,1.459,1.804,0.403,525.852,567.855,0.008
South Africa,2007,542976212992.0,465.045,392.172,59.332,7.892,5.491,0.158,9.204,0.856,1.475,1.819,0.411,545.505,592.673,0.009
South Africa,2008,571660828672.0,494.698,418.3,62.765,8.119,5.343,0.171,9.678,0.865,1.542,1.84,0.397,576.412,618.312,0.009
South Africa,2009,574768021504.0,474.523,390.674,71.071,7.039,5.571,0.169,9.173,0.826,1.504,1.805,0.386,555.216,593.054,0.009
South Africa,2010,607601623040.0,463.0,394.437,54.458,8.867,5.045,0.193,8.845,0.762,1.388,1.794,0.39,544.613,577.552,0.009
South Africa,2011,645388107776.0,465.908,389.67,62.665,8.801,4.638,0.133,8.792,0.722,1.35,1.769,0.382,547.413,579.341,0.01
South Africa,2012,660853030912.0,458.965,392.821,52.183,9.255,4.633,0.073,8.534,0.695,1.311,1.8,0.384,543.384,575.617,0.01
South Africa,2013,677278318592.0,458.647,392.664,51.655,9.384,4.893,0.051,8.388,0.677,1.299,1.771,0.37,543.689,574.262,0.01
South Africa,2014,686853914624.0,471.965,399.204,58.756,9.043,4.911,0.052,8.489,0.687,1.331,1.754,0.366,557.845,587.511,0.01
South Africa,2015,695933206528.0,446.349,377.026,53.894,9.966,5.419,0.045,7.869,0.641,1.261,1.702,0.342,531.471,560.151,0.01
South Africa,2016,700558016512.0,457.09,384.493,59.049,7.815,5.691,0.042,7.983,0.652,1.291,1.659,0.325,541.212,568.615,0.011
South Africa,2017,708670128128.0,439.996,369.921,57.224,7.339,5.481,0.03,7.634,0.621,1.223,1.671,0.352,525.695,554.205,0.011
South Africa,2018,719458336768.0,434.581,355.115,64.823,9.12,5.466,0.057,7.414,0.604,1.183,1.624,0.347,519.435,548.07,0.011
South Africa,2019,721641603072.0,464.114,394.345,55.169,9.105,5.453,0.042,7.789,0.643,1.251,1.591,0.337,549.165,577.932,0.011
South Africa,2020,675871719424.0,434.067,373.889,45.408,9.644,5.071,0.055,7.167,0.642,1.236,1.532,0.329,516.817,546.879,0.011
South Africa,2021,709077893120.0,425.918,355.642,56.558,8.383,5.282,0.052,6.925,0.601,1.151,1.482,0.346,506.045,539.087,0.012
South Africa,2022,723559317504.0,405.312,335.074,56.434,8.484,5.282,0.038,6.498,0.56,1.087,1.448,0.339,484.791,517.475,0.012
South Korea,2000,1086261690368.0,439.981,163.883,206.229,40.204,24.756,0.0,9.408,0.405,1.725,0.792,0.319,477.359,474.523,0.003
South Korea,2001,1127616217088.0,455.631,174.626,206.083,44.163,25.665,0.0,9.685,0.404,1.772,0.782,0.329,493.73,490.842,0.003
South Korea,2002,1203066634240.0,476.065,187.637,207.116,49.069,27.107,0.0,10.065,0.396,1.812,0.741,0.269,509.905,507.07,0.003
South Korea,2003,1229830488064.0,485.213,195.319,205.372,51.401,27.92,0.0,10.212,0.395,1.754,0.744,0.258,518.973,516.537,0.004
South Korea,2004,1281243873280.0,491.389,203.138,196.256,60.234,26.124,0.0,10.302,0.384,1.716,0.752,0.274,526.14,524.868,0.004
South Korea,2005,1322354606080.0,498.688,209.293,195.069,65.27,23.326,0.0,10.422,0.377,1.684,0.759,0.276,533.763,533.677,0.004
South Korea,2006,1381281431552.0,503.478,216.428,190.054,67.995,23.14,0.0,10.488,0.365,1.644,0.77,0.264,539.023,538.892,0.004
South Korea,2007,1446721486848.0,521.709,228.427,187.258,73.37,26.275,0.0,10.829,0.361,1.654,0.774,0.263,557.04,557.804,0.005
South Korea,2008,1477425233920.0,532.651,253.041,171.088,75.924,26.08,0.0,11.015,0.361,1.661,0.717,0.25,564.909,566.226,0.005
South Korea,2009,1477640585216.0,537.82,262.395,172.708,72.171,24.553,0.0,11.078,0.364,1.705,0.727,0.246,570.453,572.639,0.005
South Korea,2010,1562822836224.0,594.339,295.05,176.156,91.541,24.297,0.0,12.187,0.38,1.782,0.736,0.255,627.771,629.962,0.005
South Korea,2011,1609219833856.0,623.443,320.169,171.469,98.513,24.721,0.0,12.69,0.387,1.807,0.735,0.254,657.58,661.308,0.006
South Korea,2012,1647889350656.0,627.943,316.99,170.817,106.566,24.849,0.0,12.66,0.381,1.794,0.745,0.255,662.642,666.282,0.006
South Korea,2013,1700045127680.0,634.581,320.644,168.582,111.531,25.05,0.0,12.674,0.373,1.798,0.742,0.249,669.687,672.719,0.006
South Korea,2014,1754480640000.0,629.366,331.304,161.534,101.445,25.412,0.0,12.453,0.359,1.775,0.745,0.24,664.945,668.111,0.006
South Korea,2015,1803763843072.0,634.177,335.411,170.594,92.589,25.779,0.0,12.439,0.352,1.791,0.75,0.245,670.507,673.841,0.007
South Korea,2016,1856920748032.0,637.914,320.697,184.034,96.655,26.672,0.0,12.435,0.344,1.801,0.748,0.252,674.863,677.875,0.007
South Korea,2017,1915599585280.0,654.537,337.669,179.413,100.861,26.351,0.0,12.713,0.342,1.819,0.76,0.253,692.286,695.344,0.007
South Korea,2018,1971285917696.0,670.169,340.348,177.633,117.173,24.702,0.0,12.977,0.34,1.825,0.763,0.254,708.133,711.172,0.008
South Korea,2019,2015521669120.0,646.102,321.606,175.797,113.586,24.93,0.0,12.481,0.321,1.741,0.764,0.249,683.864,686.98,0.008
South Korea,2020,2001231675392.0,597.634,282.883,165.068,116.635,22.866,0.0,11.524,0.299,1.701,0.837,0.25,639.013,642.407,0.008
South Korea,2021,2084182687744.0,616.075,283.908,171.484,126.79,23.704,0.006,11.882,0.296,1.665,0.867,0.257,659.075,662.686,0.008
South Korea,2022,2137558614016.0,602.092,268.099,173.664,126.732,23.409,0.006,11.627,0.282,1.614,0.876,0.26,645.316,649.374,0.009
Spain,2000,1094998753280.0,310.072,88.321,163.469,37.153,14.728,2.133,7.559,0.283,1.215,1.165,0.586,339.0,366.208,0.004
Spain,2001,1147959115776.0,311.809,81.098,169.399,39.97,15.014,2.038,7.56,0.272,1.213,1.184,0.573,341.207,371.373,0.005
Spain,2002,1191323500544.0,331.95,90.917,173.921,45.027,15.53,2.069,7.95,0.279,1.263,1.184,0.556,361.441,395.617,0.005
Spain,2003,1239651844096.0,336.333,84.293,178.25,51.279,16.038,1.9,7.912,0.271,1.216,1.166,0.573,365.853,403.218,0.005
Spain,2004,1289831710720.0,353.011,87.367,183.598,58.736,16.292,2.234,8.165,0.274,1.233,1.148,0.55,382.381,415.476,0.005
Spain,2005,1348839669760.0,368.339,87.766,187.751,68.912,16.792,2.297,8.379,0.273,1.244,1.13,0.507,398.304,426.567,0.005
Spain,2006,1415738556416.0,359.654,77.952,183.443,74.012,16.745,2.416,8.047,0.254,1.174,1.108,0.5,389.664,415.751,0.005
Spain,2007,1481143222272.0,367.401,84.629,182.939,75.626,16.824,2.565,8.072,0.248,1.165,1.111,0.502,397.832,426.04,0.006
Spain,2008,1510615285760.0,335.889,59.334,173.209,82.523,14.389,2.304,7.265,0.222,1.047,1.064,0.444,366.265,390.615,0.006
Spain,2009,1468765831168.0,296.501,45.081,161.035,73.68,11.402,2.256,6.358,0.202,0.94,1.111,0.434,328.885,353.438,0.006
Spain,2010,1480376320000.0,282.938,36.352,156.339,73.623,11.197,2.28,6.04,0.191,0.848,1.074,0.447,314.171,336.454,0.006
Spain,2011,1477187469312.0,283.801,54.215,146.018,68.024,9.523,2.739,6.039,0.192,0.823,1.053,0.428,314.821,353.414,0.006
Spain,2012,1433478627328.0,278.061,63.253,134.678,65.077,8.754,3.379,5.914,0.194,0.794,1.021,0.415,307.877,331.114,0.006
Spain,2013,1413362089984.0,251.942,49.191,129.347,59.055,7.642,3.835,5.376,0.178,0.714,0.982,0.435,279.826,305.803,0.006
Spain,2014,1433089474560.0,254.181,54.142,129.902,54.251,8.897,4.065,5.441,0.177,0.717,1.004,0.445,281.865,308.413,0.006
Spain,2015,1488098820096.0,270.74,61.841,136.332,56.603,9.216,3.707,5.799,0.182,0.765,1.03,0.454,298.972,324.09,0.006
Spain,2016,1533303980032.0,259.625,45.677,140.243,57.653,9.414,3.764,5.556,0.169,0.733,1.021,0.449,287.292,313.607,0.007
Spain,2017,1578931453952.0,273.58,53.598,141.132,62.528,9.449,3.823,5.837,0.173,0.76,1.018,0.455,301.011,330.348,0.007
Spain,2018,1615001419776.0,268.59,48.081,142.101,61.842,9.667,3.794,5.703,0.166,0.731,1.033,0.456,296.643,326.444,0.007
Spain,2019,1647042625536.0,250.596,23.649,140.026,71.178,9.064,3.645,5.283,0.152,0.675,1.015,0.443,277.876,307.788,0.007
Spain,2020,1460507901952.0,211.843,14.326,118.806,64.25,8.192,3.558,4.443,0.145,0.603,1.02,0.443,238.819,270.246,0.007
Spain,2021,1541122031616.0,229.069,16.271,129.749,68.124,8.472,3.511,4.799,0.149,0.619,1.02,0.446,256.327,288.961,0.007
Spain,2022,1625139970048.0,234.657,17.872,135.101,67.501,7.715,3.824,4.906,0.144,0.629,1.022,0.447,262.035,295.156,0.007
Sweden,2000,303452356608.0,54.93,10.102,40.448,2.079,1.288,0.374,6.191,0.181,0.215,1.808,0.729,69.089,76.525,0.003
Sweden,2001,308398096384.0,55.838,10.942,40.175,2.397,1.332,0.373,6.277,0.181,0.217,1.782,0.687,69.607,79.393,0.003
Sweden,2002,317463789568.0,56.685,11.42,40.495,2.442,1.28,0.368,6.351,0.179,0.216,1.817,0.685,70.901,80.335,0.003
Sweden,2003,326402408448.0,57.292,11.55,41.209,2.266,1.206,0.396,6.395,0.176,0.207,1.835,0.68,71.798,85.793,0.003
Sweden,2004,341901246464.0,56.517,11.815,40.175,2.196,1.284,0.387,6.284,0.165,0.197,1.881,0.677,71.447,87.769,0.003
Sweden,2005,354496937984.0,53.875,10.952,38.628,1.867,1.315,0.364,5.966,0.152,0.182,1.508,1.348,71.741,87.59,0.003
Sweden,2006,372234682368.0,53.738,10.696,38.067,2.048,1.442,0.812,5.918,0.144,0.175,1.692,1.423,74.221,89.932,0.003
Sweden,2007,387881828352.0,52.994,10.775,37.124,2.16,1.339,0.848,5.793,0.137,0.168,1.655,1.38,72.966,89.336,0.003
Sweden,2008,388980506624.0,50.866,10.344,35.675,1.888,1.396,0.861,5.517,0.131,0.159,1.591,1.218,68.849,85.546,0.003
Sweden,2009,373026357248.0,47.238,7.372,34.707,2.483,1.263,0.864,5.08,0.127,0.15,1.542,1.086,64.059,81.298,0.003
Sweden,2010,399838969856.0,53.12,10.317,36.521,3.431,1.324,0.825,5.664,0.133,0.159,1.508,1.122,70.027,88.076,0.003
Sweden,2011,397617922048.0,49.211,9.472,34.127,2.718,1.361,0.834,5.208,0.124,0.143,1.495,1.063,65.588,82.093,0.003
Sweden,2012,395278745600.0,46.712,8.643,32.73,2.356,1.479,0.838,4.907,0.118,0.133,1.477,0.951,62.191,79.582,0.003
Sweden,2013,399973744640.0,45.202,8.744,31.339,2.358,1.402,0.699,4.708,0.113,0.128,1.416,0.947,60.195,76.917,0.003
Sweden,2014,410604240896.0,43.473,8.291,30.381,2.054,1.399,0.773,4.483,0.106,0.123,1.361,0.949,58.017,74.93,0.003
Sweden,2015,429037420544.0,43.418,8.022,30.49,1.967,1.537,0.822,4.431,0.101,0.123,1.332,0.939,57.868,75.343,0.003
Sweden,2016,437921054720.0,43.414,8.034,30.341,2.261,1.554,0.64,4.375,0.099,0.123,1.323,0.926,57.964,75.775,0.003
Sweden,2017,449166540800.0,42.438,8.315,29.4,1.812,1.484,0.801,4.219,0.094,0.118,1.327,0.926,57.195,75.909,0.003
Sweden,2018,457925394432.0,42.058,8.093,29.098,1.886,1.607,0.825,4.133,0.092,0.115,1.3,0.9,56.731,74.144,0.003
Sweden,2019,467020677120.0,40.834,8.115,28.523,1.78,1.357,0.536,3.972,0.087,0.11,1.28,0.906,55.527,72.984,0.003
Sweden,2020,456885338112.0,36.703,6.649,26.363,1.442,1.272,0.445,3.545,0.08,0.104,1.284,1.021,52.654,69.069,0.003
Sweden,2021,481492434944.0,38.634,6.992,27.953,1.901,1.259,0.009,3.709,0.08,0.104,1.261,1.003,54.379,72.092,0.003
Sweden,2022,494214545408.0,37.474,6.914,25.997,1.55,1.259,0.012,3.573,0.076,0.1,1.246,0.95,52.625,69.975,0.003
Switzerland,2000,315545354240.0,43.621,0.645,35.211,5.788,1.705,0.039,6.072,0.138,0.171,0.848,0.348,45.975,52.144,0.001
Switzerland,2001,325520162816.0,45.087,0.654,36.395,6.025,1.737,0.041,6.239,0.139,0.175,0.85,0.349,47.427,53.87,0.001
Switzerland,2002,331802181632.0,43.467,0.594,35.018,5.921,1.671,0.041,5.972,0.131,0.165,0.832,0.33,45.745,51.591,0.001
Switzerland,2003,337991892992.0,44.65,0.602,35.897,6.255,1.634,0.039,6.088,0.132,0.161,0.809,0.323,46.872,52.662,0.001
Switzerland,2004,353894694912.0,45.233,0.588,36.16,6.466,1.732,0.043,6.126,0.128,0.158,0.797,0.32,47.467,52.854,0.001
Switzerland,2005,371135479808.0,45.777,0.633,36.37,6.634,1.825,0.057,6.16,0.123,0.155,0.801,0.322,48.021,53.416,0.001
Switzerland,2006,393075130368.0,45.365,0.68,36.103,6.459,1.831,0.045,6.066,0.115,0.148,0.799,0.32,47.602,53.063,0.001
Switzerland,2007,416832815104.0,43.358,0.741,34.17,6.296,1.863,0.042,5.746,0.104,0.137,0.794,0.312,45.615,51.07,0.001
Switzerland,2008,433739235328.0,44.699,0.681,35.207,6.702,1.834,0.044,5.849,0.103,0.139,0.8,0.315,47.013,52.367,0.001
Switzerland,2009,431737405440.0,43.523,0.636,34.401,6.423,1.825,0.043,5.625,0.101,0.138,0.74,0.305,45.497,50.638,0.001
Switzerland,2010,451139698688.0,45.034,0.649,35.013,7.179,1.932,0.045,5.755,0.1,0.135,0.737,0.302,47.07,52.288,0.001
Switzerland,2011,467103580160.0,40.973,0.608,31.814,6.383,1.902,0.056,5.177,0.088,0.119,0.724,0.291,42.965,48.007,0.001
Switzerland,2012,472611913728.0,42.241,0.557,32.668,6.978,1.786,0.044,5.281,0.089,0.121,0.718,0.284,44.295,49.306,0.001
Switzerland,2013,481081819136.0,43.171,0.583,33.222,7.332,1.811,0.038,5.336,0.09,0.122,0.714,0.286,45.3,50.493,0.001
Switzerland,2014,492386648064.0,39.221,0.602,30.16,6.373,1.858,0.033,4.789,0.08,0.111,0.71,0.281,41.368,46.353,0.001
Switzerland,2015,500484669440.0,38.719,0.56,29.462,6.798,1.695,0.027,4.674,0.077,0.109,0.707,0.276,40.946,45.88,0.001
Switzerland,2016,510838112256.0,39.172,0.525,29.552,7.145,1.748,0.028,4.677,0.077,0.111,0.705,0.274,41.485,46.345,0.001
Switzerland,2017,517799804928.0,38.165,0.503,28.615,7.104,1.739,0.031,4.515,0.074,0.106,0.702,0.269,40.53,45.511,0.001
Switzerland,2018,532611137536.0,36.859,0.475,27.765,6.703,1.718,0.028,4.328,0.069,0.1,0.701,0.263,39.258,44.125,0.001
Switzerland,2019,538693468160.0,36.721,0.429,27.485,6.897,1.712,0.033,4.281,0.068,0.099,0.695,0.256,39.201,43.801,0.001
Switzerland,2020,525896482816.0,34.228,0.411,25.306,6.667,1.659,0.026,3.961,0.065,0.097,0.694,0.254,36.743,41.316,0.001
Switzerland,2021,548098277376.0,35.78,0.421,26.195,7.267,1.711,0.019,4.109,0.065,0.097,0.7,0.252,38.406,43.006,0.001
Switzerland,2022,559384952832.0,32.819,0.431,24.515,6.015,1.667,0.022,3.733,0.059,0.088,0.698,0.253,35.523,40.056,0.001
Syria,2000,125214244864.0,54.171,0.011,34.838,11.314,1.79,6.218,3.256,0.433,0.212,2.159,0.297,88.332,94.197,0.001
Syria,2001,125631938560.0,50.951,0.011,34.306,10.365,1.897,4.372,2.988,0.406,0.198,1.681,0.273,78.222,82.504,0.001
Syria,2002,128996139008.0,40.35,0.007,22.968,12.613,1.737,3.024,2.31,0.313,0.154,1.381,0.289,62.973,69.285,0.001
Syria,2003,122501644288.0,54.978,0.011,37.627,12.702,1.754,2.884,3.073,0.449,0.199,1.356,0.301,77.413,86.703,0.001
Syria,2004,126515322880.0,51.287,0.011,33.988,13.167,1.694,2.426,2.797,0.405,0.179,1.235,0.304,71.756,79.516,0.001
Syria,2005,129657012224.0,50.751,0.011,35.432,11.314,1.638,2.357,2.698,0.391,0.171,1.235,0.33,71.647,80.51,0.001
Syria,2006,132870750208.0,53.664,0.011,38.242,11.684,1.696,2.031,2.733,0.404,0.175,1.145,0.334,73.559,83.95,0.001
Syria,2007,138933387264.0,66.66,0.011,51.34,11.498,1.848,1.964,3.192,0.48,0.211,1.087,0.318,86.592,95.674,0.001
Syria,2008,140064260096.0,67.756,0.011,52.974,11.201,1.91,1.659,3.132,0.484,0.211,0.981,0.289,86.818,94.918,0.001
Syria,2009,141886521344.0,62.968,0.011,45.314,13.761,1.861,2.022,2.865,0.444,0.2,1.042,0.267,83.769,91.717,0.001
Syria,2010,143781003264.0,61.722,0.011,39.842,17.858,2.151,1.859,2.745,0.429,0.185,1.024,0.227,83.04,89.868,0.001
Syria,2011,134274048000.0,58.836,0.011,40.4,15.058,1.769,1.597,2.572,0.438,0.171,0.97,0.24,78.785,86.829,0.001
Syria,2012,98907693056.0,45.85,0.004,30.464,11.962,2.087,1.334,2.015,0.464,0.131,0.754,0.228,60.584,68.126,0.001
Syria,2013,72894799872.0,34.043,0.004,22.015,9.829,1.393,0.802,1.571,0.467,0.096,0.653,0.205,45.597,52.553,0.001
Syria,2014,65379098624.0,30.943,0.004,20.476,9.086,0.646,0.732,1.526,0.473,0.087,0.656,0.21,41.63,48.235,0.001
